Traditional,Simplified,Eng.Tran.,Length,Pinyin,Pinyin.Input,WCount,W.million,log10W,W-CD,W-CD%,log10CD,Dominant.PoS,Dominant.PoS.Freq,All.PoS,All.PoS.Freq
節省,节省,saving/to save/to use sparingly/to cut down on,2,jie2 sheng3,jiesheng,167,4.98,2.2227,148,2.37,2.1703,v,167,.v.,.167.
殼,壳,shell; shell (such as the hard shell of a crustacean 甲壳动物)/hard carapace/crust (e.g. earth's crust 地壳),1,ke2/qiao4,ke,194,5.78,2.2878,148,2.37,2.1703,g,192,.g.n.,.192.2.
蘇聯,苏联,"Soviet Union, 1922-1991/abbr. for Union of Soviet Socialist Republics (USSR) 苏维埃社会主义共和国联盟",2,Su1 lian2,sulian,475,14.16,2.6767,148,2.37,2.1703,ns,475,.ns.,.475.
精疲力盡,精疲力尽,"spirit weary, strength exhausted (idiom); spent/drained/washed out",4,jing1 pi2 li4 jin4,jingpilijin,154,4.59,2.1875,148,2.37,2.1703,v,154,.v.,.154.
叮,叮,"sting (of mosquito, bee etc)/to say repeatedly/to urge insistently/to ask repeatedly/to stick to a point/onomat. tinkling or jingling sound",1,ding1,ding,306,9.12,2.4857,148,2.37,2.1703,v,306,.v.,.306.
偷偷摸摸,偷偷摸摸,surreptitious/sneaky,4,tou1 tou1 mo1 mo1,toutoumomo,179,5.34,2.2529,148,2.37,2.1703,l,179,.l.,.179.
周到,周到,thoughtful/considerate,2,zhou1 dao4,zhoudao,158,4.71,2.1987,148,2.37,2.1703,a,158,.a.,.158.
刷牙,刷牙,to brush teeth,2,shua1 ya2,shuaya,179,5.34,2.2529,148,2.37,2.1703,v,179,.v.,.179.
發自,发自,to evolve from,2,fa1 zi4,fazi,167,4.98,2.2227,148,2.37,2.1703,v,167,.v.,.167.
狩獵,狩猎,to hunt,2,shou4 lie4,shoulie,244,7.27,2.3874,148,2.37,2.1703,v,164,.v.vn.n.,.164.69.11.
稱贊,称赞,to praise/to acclaim/to commend/to compliment,2,cheng1 zan4,chengzan,163,4.86,2.2122,148,2.37,2.1703,v,144,.v.vn.,.144.19.
忍耐,忍耐,to show restraint/to repress (anger etc)/to exercise patience,2,ren3 nai4,rennai,188,5.6,2.2742,148,2.37,2.1703,v,169,.v.vn.,.169.19.
報名,报名,to sign up/to enter one's name/to apply/to register/to enroll/to enlist,2,bao4 ming2,baoming,217,6.47,2.3365,148,2.37,2.1703,v,205,.v.vn.,.205.12.
好話,好话,words of praise/to speak well of,2,hao3 hua4,haohua,156,4.65,2.1931,148,2.37,2.1703,n,156,.n.,.156.
這會兒,这会儿,(coll.) now,3,zhe4 hui4 r5,zhehuier,162,4.83,2.2095,147,2.35,2.1673,r,162,.r.,.162.
流逝,流逝,(of time) pass/elapse,2,liu2 shi4,liushi,166,4.95,2.2201,147,2.35,2.1673,v,113,.v.vn.,.113.53.
沖擊,冲击,an attack/under attack/a shock,2,chong1 ji1,chongji,167,4.98,2.2227,147,2.35,2.1673,vn,130,.vn.v.,.130.37.
祖先,祖先,ancestor/forebears,2,zu3 xian1,zuxian,221,6.59,2.3444,147,2.35,2.1673,n,221,.n.,.221.
陸軍,陆军,army,2,lu4 jun1,lujun,242,7.21,2.3838,147,2.35,2.1673,n,242,.n.,.242.
比基尼,比基尼,bikini,3,bi3 ji1 ni2,bijini,187,5.57,2.2718,147,2.35,2.1673,n,187,.n.,.187.
天主教,天主教,Catholic church,3,Tian1 zhu3 jiao4,tianzhujiao,231,6.89,2.3636,147,2.35,2.1673,nz,231,.nz.,.231.
基督教,基督教,Christianity/Christian,3,Ji1 du1 jiao4,jidujiao,228,6.8,2.3579,147,2.35,2.1673,nz,228,.nz.,.228.
冷漠,冷漠,cold and detached towards sb/lack of regard/indifference/neglect,2,leng3 mo4,lengmo,169,5.04,2.2279,147,2.35,2.1673,a,159,.a.an.,.159.10.
對頭,对头,correct/normal/to be on good terms with/on the right track/right; (longstanding) opponent/enemy/inimical/adversary/opponent,2,dui4 tou5,duitou,183,5.46,2.2625,147,2.35,2.1673,a,181,.a.n.,.181.2.
爹,爹,dad,1,die1,die,262,7.81,2.4183,147,2.35,2.1673,n,262,.n.,.262.
效應,效应,effect (e.g. greenhouse effect),2,xiao4 ying4,xiaoying,218,6.5,2.3385,147,2.35,2.1673,n,218,.n.,.218.
羽毛,羽毛,feather/plumage/plume,2,yu3 mao2,yumao,226,6.74,2.3541,147,2.35,2.1673,n,226,.n.,.226.
無賴,无赖,hoodlum/rascal,2,wu2 lai4,wulai,214,6.38,2.3304,147,2.35,2.1673,n,203,.n.an.,.203.11.
水准,水准,horizontal/level,2,shui3 zhun3,shuizhun,181,5.4,2.2577,147,2.35,2.1673,n,181,.n.,.181.
房頂,房顶,housetop/roof,2,fang2 ding3,fangding,213,6.35,2.3284,147,2.35,2.1673,n,213,.n.,.213.
個別,个别,individual/specific/respective/just one or two,2,ge4 bie2,gebie,149,4.44,2.1732,147,2.35,2.1673,a,134,.a.ad.,.134.15.
畜,畜,livestock/domesticated animal/domestic animal; to raise (animals),1,chu4/xu4,xu,227,6.77,2.356,147,2.35,2.1673,g,227,.g.,.227.
付清,付清,pay in full/pay all of a bill/pay off,2,fu4 qing1,fuqing,166,4.95,2.2201,147,2.35,2.1673,v,166,.v.,.166.
奇特,奇特,peculiar/queer/strange,2,qi2 te4,qite,230,6.86,2.3617,147,2.35,2.1673,a,227,.a.nz.,.227.3.
布丁,布丁,pudding,2,bu4 ding1,buding,261,7.78,2.4166,147,2.35,2.1673,n,261,.n.,.261.
擦傷,擦伤,scratch/abrasion/graze/friction burn/bruise to scrape,2,ca1 shang1,cashang,170,5.07,2.2304,147,2.35,2.1673,v,170,.v.,.170.
突擊,突击,sudden and violent attack/assault/fig. rushed job/concentrated effort to finish a job quickly,2,tu1 ji1,tuji,211,6.29,2.3243,147,2.35,2.1673,v,134,.v.vn.,.134.77.
撫摸,抚摸,to gently caress and stroke/to pet/to fondle,2,fu3 mo1,fumo,181,5.4,2.2577,147,2.35,2.1673,v,181,.v.,.181.
揪,揪,to seize/to clutch/to hold tight/to grip,1,jiu1,jiu,167,4.98,2.2227,147,2.35,2.1673,v,167,.v.,.167.
揭開,揭开,to uncover/to open,2,jie1 kai1,jiekai,172,5.13,2.2355,147,2.35,2.1673,v,172,.v.,.172.
傳輸,传输,transport/transmission,2,chuan2 shu1,chuanshu,228,6.8,2.3579,147,2.35,2.1673,vn,160,.vn.v.,.160.68.
前所未有,前所未有,unprecedented,4,qian2 suo3 wei4 you3,qiansuoweiyou,158,4.71,2.1987,147,2.35,2.1673,v,158,.v.,.158.
過后,过后,(Taiwan) after the event,2,guo4 hou4,guohou,160,4.77,2.2041,146,2.34,2.1644,t,159,.t.v.,.159.1.
事后,事后,after the event/in hindsight/in retrospect,2,shi4 hou4,shihou,158,4.71,2.1987,146,2.34,2.1644,t,158,.t.,.158.
預先,预先,beforehand/prior,2,yu4 xian1,yuxian,157,4.68,2.1959,146,2.34,2.1644,d,157,.d.,.157.
豁免權,豁免权,diplomatic immunity/immunity from prosecution,3,huo4 mian3 quan2,huomianquan,743,22.15,2.871,146,2.34,2.1644,n,743,.n.,.743.
毒癮,毒瘾,drug addiction,2,du2 yin3,duyin,203,6.05,2.3075,146,2.34,2.1644,n,203,.n.,.203.
塵,尘,dust/dirt/earth,1,chen2,chen,224,6.68,2.3502,146,2.34,2.1644,g,224,.g.,.224.
使者,使者,emissary/envoy,2,shi3 zhe3,shizhe,264,7.87,2.4216,146,2.34,2.1644,n,264,.n.,.264.
差事,差事,errand/assignment,2,chai1 shi5,chaishi,165,4.92,2.2175,146,2.34,2.1644,n,165,.n.,.165.
頻繁,频繁,frequently/often,2,pin2 fan2,pinfan,166,4.95,2.2201,146,2.34,2.1644,a,145,.a.ad.,.145.21.
龐大,庞大,huge/enormous/tremendous,2,pang2 da4,pangda,160,4.77,2.2041,146,2.34,2.1644,a,160,.a.,.160.
痴迷,痴迷,infatuated/obsessed,2,chi1 mi2,chimi,187,5.57,2.2718,146,2.34,2.1644,v,152,.v.vn.,.152.35.
笑聲,笑声,laughter,2,xiao4 sheng1,xiaosheng,250,7.45,2.3979,146,2.34,2.1644,n,250,.n.,.250.
外頭,外头,outside/out,2,wai4 tou5,waitou,180,5.37,2.2553,146,2.34,2.1644,f,180,.f.,.180.
職務,职务,post/position/job/duties,2,zhi2 wu4,zhiwu,175,5.22,2.243,146,2.34,2.1644,n,175,.n.,.175.
住宅,住宅,residence/tenement,2,zhu4 zhai2,zhuzhai,164,4.89,2.2148,146,2.34,2.1644,n,164,.n.,.164.
高中生,高中生,senior high school student,3,gao1 zhong1 sheng1,gaozhongsheng,194,5.78,2.2878,146,2.34,2.1644,n,194,.n.,.194.
勾當,勾当,shady business,2,gou4 dang4,goudang,157,4.68,2.1959,146,2.34,2.1644,n,157,.n.,.157.
狙擊手,狙击手,sniper/marksman,3,ju1 ji1 shou3,jujishou,339,10.11,2.5302,146,2.34,2.1644,n,339,.n.,.339.
滅亡,灭亡,to destroy/to exterminate/extinction/to perish/to die out/to become extinct,2,mie4 wang2,miewang,186,5.54,2.2695,146,2.34,2.1644,v,186,.v.,.186.
放假,放假,to have a holiday or vacation,2,fang4 jia4,fangjia,183,5.46,2.2625,146,2.34,2.1644,v,183,.v.,.183.
當做,当做,to treat as/to regard as/to look upon as,2,dang4 zuo4,dangzuo,162,4.83,2.2095,146,2.34,2.1644,v,162,.v.,.162.
值班,值班,to work a shift/on duty,2,zhi2 ban1,zhiban,185,5.51,2.2672,146,2.34,2.1644,v,127,.v.vn.,.127.58.
貿易,贸易,(commercial) trade,2,mao4 yi4,maoyi,232,6.92,2.3655,145,2.32,2.1614,vn,228,.vn.v.,.228.4.
攝影機,摄影机,camera,3,she4 ying3 ji1,sheyingji,276,8.23,2.4409,145,2.32,2.1614,n,276,.n.,.276.
目錄,目录,catalog/table of contents/directory (on computer hard drive)/list/contents,2,mu4 lu4,mulu,204,6.08,2.3096,145,2.32,2.1614,n,204,.n.,.204.
變形,变形,deformation/to become deformed/to change shape/to morph,2,bian4 xing2,bianxing,239,7.12,2.3784,145,2.32,2.1614,v,218,.v.vn.,.218.21.
潛水,潜水,dive,2,qian2 shui3,qianshui,367,10.94,2.5647,145,2.32,2.1614,vn,227,.vn.v.,.227.140.
彩排,彩排,dress rehearsal,2,cai3 pai2,caipai,289,8.61,2.4609,145,2.32,2.1614,v,199,.v.vn.,.199.90.
首領,首领,head/boss/chief,2,shou3 ling3,shouling,257,7.66,2.4099,145,2.32,2.1614,n,257,.n.,.257.
聽取,听取,hear (news)/listen to,2,ting1 qu3,tingqu,174,5.19,2.2405,145,2.32,2.1614,v,174,.v.,.174.
心煩意亂,心烦意乱,"lit. heart distracted, thoughts in turmoil (idiom); distraught with anxiety",4,xin1 fan2 yi4 luan4,xinfanyiluan,162,4.83,2.2095,145,2.32,2.1614,v,162,.v.,.162.
人手,人手,manpower,2,ren2 shou3,renshou,162,4.83,2.2095,145,2.32,2.1614,n,162,.n.,.162.
心目,心目,mentality/mental attitude/viewpoint,2,xin1 mu4,xinmu,153,4.56,2.1847,145,2.32,2.1614,n,153,.n.,.153.
神經質,神经质,nervousness,3,shen2 jing1 zhi4,shenjingzhi,170,5.07,2.2304,145,2.32,2.1614,n,170,.n.,.170.
暴風雨,暴风雨,rainstorm/storm/tempest,3,bao4 feng1 yu3,baofengyu,213,6.35,2.3284,145,2.32,2.1614,n,213,.n.,.213.
輝煌,辉煌,splendid/glorious,2,hui1 huang2,huihuang,172,5.13,2.2355,145,2.32,2.1614,a,130,.a.an.,.130.42.
奔,奔,to hurry or rush/to run quickly/to elope; go to/towards,1,ben1/ben4,ben,172,5.13,2.2355,145,2.32,2.1614,v,172,.v.,.172.
增,增,to increase/to expand/to add,1,zeng1,zeng,185,5.51,2.2672,145,2.32,2.1614,v,185,.v.,.185.
攔截,拦截,to intercept,2,lan2 jie2,lanjie,207,6.17,2.316,145,2.32,2.1614,v,197,.v.vn.,.197.10.
攤,摊,to spread out/vendor's stand,1,tan1,tan,174,5.19,2.2405,145,2.32,2.1614,g,64,.g.n.q.v.,.64.41.36.33.
流傳,流传,to spread/to circulate/to hand down,2,liu2 chuan2,liuchuan,164,4.89,2.2148,145,2.32,2.1614,v,163,.v.vn.,.163.1.
巡回,巡回,to tour,2,xun2 hui2,xunhui,207,6.17,2.316,145,2.32,2.1614,v,112,.v.vn.,.112.95.
轉動,转动,to turn/to rotate,2,zhuan3 dong4,zhuandong,196,5.84,2.2923,145,2.32,2.1614,v,186,.v.vn.,.186.10.
搏斗,搏斗,to wrestle/to fight/to struggle,2,bo2 dou4,bodou,181,5.4,2.2577,145,2.32,2.1614,v,181,.v.,.181.
山谷,山谷,valley,2,shan1 gu3,shangu,230,6.86,2.3617,145,2.32,2.1614,n,230,.n.,.230.
拉鏈,拉链,zipper,2,la1 lian4,lalian,202,6.02,2.3054,145,2.32,2.1614,n,202,.n.,.202.
提早,提早,ahead of schedule/sooner than planned/to bring forward (to an earlier time),2,ti2 zao3,tizao,160,4.77,2.2041,144,2.31,2.1584,d,148,.d.v.,.148.12.
腰帶,腰带,belt,2,yao1 dai4,yaodai,240,7.15,2.3802,144,2.31,2.1584,n,240,.n.,.240.
脆,脆,brittle/fragile/crisp/crunchy/clear and loud voice/neat,1,cui4,cui,204,6.08,2.3096,144,2.31,2.1584,a,204,.a.,.204.
都市,都市,city/metropolis,2,du1 shi4,dushi,200,5.96,2.301,144,2.31,2.1584,n,200,.n.,.200.
耀眼,耀眼,dazzle,2,yao4 yan3,yaoyan,180,5.37,2.2553,144,2.31,2.1584,a,180,.a.,.180.
死神,死神,Death personified/Azrael (Angel of Death of Jewish and Islamic mythology)/the Grim Reaper/Bleach (Japanese cartoon series by KUBO Taitō 久保^6人|久保带人),2,Si3 shen2,sishen,333,9.93,2.5224,144,2.31,2.1584,n,333,.n.,.333.
愚弄,愚弄,derision/mock/ridicule,2,yu2 nong4,yunong,179,5.34,2.2529,144,2.31,2.1584,v,178,.v.vn.,.178.1.
玩偶,玩偶,doll,2,wan2 ou3,wanou,516,15.38,2.7126,144,2.31,2.1584,n,516,.n.,.516.
替換,替换,exchange/shift/switch,2,ti4 huan4,tihuan,161,4.8,2.2068,144,2.31,2.1584,v,161,.v.,.161.
人命,人命,human life,2,ren2 ming4,renming,178,5.31,2.2504,144,2.31,2.1584,n,178,.n.,.178.
機關,机关,organ/mechanism,2,ji1 guan1,jiguan,237,7.06,2.3747,144,2.31,2.1584,n,237,.n.,.237.
外邊,外边,outside/outer surface/abroad/place other than one's home,2,wai4 bian5,waibian,169,5.04,2.2279,144,2.31,2.1584,f,169,.f.,.169.
先知,先知,prophet,2,xian1 zhi1,xianzhi,345,10.28,2.5378,144,2.31,2.1584,n,345,.n.,.345.
少見,少见,rare/not familiar (to the speaker)/sth rarely experience/hard to see,2,shao3 jian4,shaojian,159,4.74,2.2014,144,2.31,2.1584,a,159,.a.,.159.
營救,营救,rescue,2,ying2 jiu4,yingjiu,231,6.89,2.3636,144,2.31,2.1584,v,179,.v.vn.,.179.52.
回合,回合,"round (of negotiations)/bout (of sporting competition, boxing match, confrontation etc)/rally (in volley-ball, tennis etc)",2,hui2 he2,huihe,383,11.42,2.5832,144,2.31,2.1584,n,362,.n.q.,.362.21.
特地,特地,specially/for a special purpose,2,te4 di4,tedi,151,4.5,2.179,144,2.31,2.1584,d,151,.d.,.151.
時速,时速,speed per hour,2,shi2 su4,shisu,210,6.26,2.3222,144,2.31,2.1584,n,210,.n.,.210.
膠帶,胶带,tape,2,jiao1 dai4,jiaodai,223,6.65,2.3483,144,2.31,2.1584,n,223,.n.,.223.
領地,领地,territory,2,ling3 di4,lingdi,186,5.54,2.2695,144,2.31,2.1584,n,186,.n.,.186.
激活,激活,to activate,2,ji1 huo2,jihuo,252,7.51,2.4014,144,2.31,2.1584,v,252,.v.,.252.
引人注目,引人注目,to attract attention/eye-catching/conspicuous,4,yin3 ren2 zhu4 mu4,yinrenzhumu,156,4.65,2.1931,144,2.31,2.1584,v,156,.v.,.156.
同謀,同谋,to conspire with sb/to plot/a conspirator/a partner in crime/an accomplice,2,tong2 mou2,tongmou,179,5.34,2.2529,144,2.31,2.1584,n,168,.n.vn.,.168.11.
遮,遮,to cover up (a shortcoming)/to screen off/to hide/to conceal,1,zhe1,zhe,177,5.28,2.248,144,2.31,2.1584,v,175,.v.vn.,.175.2.
擁擠,拥挤,to crowd,2,yong1 ji3,yongji,168,5.01,2.2253,144,2.31,2.1584,a,147,.a.v.,.147.21.
玩耍,玩耍,to enjoy oneself/an entertainment/to play (of children),2,wan2 shua3,wanshua,175,5.22,2.243,144,2.31,2.1584,v,175,.v.,.175.
滅絕,灭绝,to extinguish/extinct/to die out,2,mie4 jue2,miejue,188,5.6,2.2742,144,2.31,2.1584,v,171,.v.vn.,.171.17.
凍死,冻死,to freeze to death/to die off in winter,2,dong4 si3,dongsi,182,5.43,2.2601,144,2.31,2.1584,v,179,.v.vn.,.179.3.
留心,留心,to keep a lookout/careful,2,liu2 xin1,liuxin,161,4.8,2.2068,144,2.31,2.1584,v,161,.v.,.161.
編劇,编剧,to write a play/scenario/dramatist/screenwriter,2,bian1 ju4,bianju,312,9.3,2.4942,144,2.31,2.1584,n,307,.n.v.,.307.5.
輪子,轮子,wheel,2,lun2 zi5,lunzi,203,6.05,2.3075,144,2.31,2.1584,n,203,.n.,.203.
以內,以内,within/less than,2,yi3 nei4,yinei,161,4.8,2.2068,144,2.31,2.1584,f,161,.f.,.161.
莎,莎,(insect)/(phonetic); (grass)/Cyperus rotundus,1,sha1/suo1,sha,595,17.74,2.7745,143,2.29,2.1553,g,595,.g.,.595.
瑟,瑟,"a type of standing harp, smaller than konghou 箜篌, with 5-25 strings",1,se4,se,327,9.75,2.5145,143,2.29,2.1553,g,327,.g.,.327.
阿拉伯,阿拉伯,Arabian/Arabic/Arab,3,A1 la1 bo2,alabo,292,8.7,2.4654,143,2.29,2.1553,ns,292,.ns.,.292.
胡言亂語,胡言乱语,babbling nonsense (idiom); crazy and unfounded ravings/double Dutch,4,hu2 yan2 luan4 yu3,huyanluanyu,161,4.8,2.2068,143,2.29,2.1553,v,161,.v.,.161.
愛心,爱心,compassion,2,ai4 xin1,aixin,172,5.13,2.2355,143,2.29,2.1553,n,172,.n.,.172.
德州,德州,"Dezhou prefecture level city in Shandong/abbr. for 德克萨斯州, Texas",2,De2 zhou1,dezhou,385,11.48,2.5855,143,2.29,2.1553,ns,385,.ns.,.385.
溝,沟,ditch/gutter/groove/gully/ravine,1,gou1,gou,192,5.72,2.2833,143,2.29,2.1553,n,192,.n.,.192.
文書,文书,document/official correspondence/secretary/secretariat,2,wen2 shu1,wenshu,184,5.48,2.2648,143,2.29,2.1553,n,184,.n.,.184.
靈活,灵活,flexible/nimble/agile,2,ling2 huo2,linghuo,164,4.89,2.2148,143,2.29,2.1553,a,146,.a.ad.,.146.18.
青蛙,青蛙,frog,2,qing1 wa1,qingwa,339,10.11,2.5302,143,2.29,2.1553,n,339,.n.,.339.
白白,白白,in vain/to no purpose/for nothing,2,bai2 bai2,baibai,159,4.74,2.2014,143,2.29,2.1553,d,159,.d.,.159.
旅店,旅店,inn/small hotel,2,lu:3 dian4,lvdian,216,6.44,2.3345,143,2.29,2.1553,n,216,.n.,.216.
實習生,实习生,intern (student),3,shi2 xi2 sheng5,shixisheng,401,11.95,2.6031,143,2.29,2.1553,n,401,.n.,.401.
失禮,失礼,lacking in manners,2,shi1 li3,shili,162,4.83,2.2095,143,2.29,2.1553,v,135,.v.vn.,.135.27.
傲,傲,proud/overbearing/insolent/arrogant,1,ao4,ao,165,4.92,2.2175,143,2.29,2.1553,g,112,.g.a.ad.,.112.52.1.
挑舋,挑衅,provoke,2,tiao3 xin4,tiaoxin,175,5.22,2.243,143,2.29,2.1553,v,97,.v.vn.,.97.78.
兔,兔,rabbit,1,tu4,tu,394,11.74,2.5955,143,2.29,2.1553,g,394,.g.,.394.
排名,排名,ranking/ordered list/to rank nth out of 100/to be placed/roll of honor,2,pai2 ming2,paiming,204,6.08,2.3096,143,2.29,2.1553,v,176,.v.vn.,.176.28.
獎賞,奖赏,reward/prize/an award,2,jiang3 shang3,jiangshang,208,6.2,2.3181,143,2.29,2.1553,n,194,.n.v.vn.,.194.7.7.
圍巾,围巾,scarf/shawl,2,wei2 jin1,weijin,224,6.68,2.3502,143,2.29,2.1553,n,224,.n.,.224.
銀色,银色,silver (color),2,yin2 se4,yinse,208,6.2,2.3181,143,2.29,2.1553,n,208,.n.,.208.
體系,体系,system/setup,2,ti3 xi4,tixi,183,5.46,2.2625,143,2.29,2.1553,n,183,.n.,.183.
罐頭,罐头,tin/can,2,guan4 tou5,guantou,201,5.99,2.3032,143,2.29,2.1553,n,201,.n.,.201.
意料,意料,to anticipate/to expect/to reckon ahead,2,yi4 liao4,yiliao,150,4.47,2.1761,143,2.29,2.1553,v,102,.v.vn.,.102.48.
罷休,罢休,to give up/to abandon (a goal etc)/to let sth go/forget it/let the matter drop,2,ba4 xiu1,baxiu,147,4.38,2.1673,143,2.29,2.1553,v,147,.v.,.147.
無所事事,无所事事,to have nothing to do (idiom); to idle one's time away/at a loose end,4,wu2 suo3 shi4 shi4,wusuoshishi,163,4.86,2.2122,143,2.29,2.1553,v,163,.v.,.163.
插入,插入,to insert/to stick/to thrust,2,cha1 ru4,charu,164,4.89,2.2148,143,2.29,2.1553,v,164,.v.,.164.
皺,皱,to wrinkle/wrinkled/to crease,1,zhou4,zhou,164,4.89,2.2148,143,2.29,2.1553,v,159,.v.n.,.159.5.
思路,思路,train of thought/thinking/reason/reasoning,2,si1 lu4,silu,159,4.74,2.2014,143,2.29,2.1553,n,159,.n.,.159.
火車站,火车站,train station,3,huo3 che1 zhan4,huochezhan,235,7.01,2.3711,143,2.29,2.1553,n,235,.n.,.235.
嗜,嗜,addicted to/fond of/stem corresponding to -phil or -phile,1,shi4,shi,179,5.34,2.2529,142,2.27,2.1523,g,179,.g.,.179.
繃帶,绷带,bandage,2,beng1 dai4,bengdai,183,5.46,2.2625,142,2.27,2.1523,n,183,.n.,.183.
復合,复合,complex/compound/hybrid,2,fu4 he2,fuhe,182,5.43,2.2601,142,2.27,2.1523,v,117,.v.vn.,.117.65.
國度,国度,country,2,guo2 du4,guodu,188,5.6,2.2742,142,2.27,2.1523,n,188,.n.,.188.
陰暗,阴暗,dim/somber,2,yin1 an4,yinan,172,5.13,2.2355,142,2.27,2.1523,a,171,.a.v.,.171.1.
為所欲為,为所欲为,do whatever one pleases,4,wei2 suo3 yu4 wei2,weisuoyuwei,161,4.8,2.2068,142,2.27,2.1523,v,161,.v.,.161.
驢,驴,donkey,1,lu:5,lv,204,6.08,2.3096,142,2.27,2.1523,n,204,.n.,.204.
雇主,雇主,employer,2,gu4 zhu3,guzhu,177,5.28,2.248,142,2.27,2.1523,n,177,.n.,.177.
地產,地产,estate,2,di4 chan3,dichan,191,5.69,2.281,142,2.27,2.1523,n,191,.n.,.191.
畏懼,畏惧,fear/foreboding,2,wei4 ju4,weiju,166,4.95,2.2201,142,2.27,2.1523,v,166,.v.,.166.
從頭到尾,从头到尾,from head to tail/the whole (thing),4,cong2 tou2 dao4 wei3,congtoudaowei,153,4.56,2.1847,142,2.27,2.1523,l,153,.l.,.153.
隆重,隆重,grand/prosperous/ceremonious/solemn,2,long2 zhong4,longzhong,151,4.5,2.179,142,2.27,2.1523,a,88,.a.ad.,.88.63.
重要性,重要性,importance,3,zhong4 yao4 xing4,zhongyaoxing,149,4.44,2.1732,142,2.27,2.1523,n,149,.n.,.149.
口紅,口红,lipstick,2,kou3 hong2,kouhong,245,7.3,2.3892,142,2.27,2.1523,n,245,.n.,.245.
摩托,摩托,motor (transliteration)/motorbike,2,mo2 tuo1,motuo,258,7.69,2.4116,142,2.27,2.1523,n,258,.n.,.258.
渾,浑,muddy,1,hun2,hun,191,5.69,2.281,142,2.27,2.1523,a,189,.a.ad.,.189.2.
大自然,大自然,nature (as in Mother Nature),3,da4 zi4 ran2,daziran,182,5.43,2.2601,142,2.27,2.1523,n,182,.n.,.182.
藝人,艺人,performing artist/actor,2,yi4 ren2,yiren,211,6.29,2.3243,142,2.27,2.1523,n,211,.n.,.211.
比薩,比萨,"pizza/Pisa, town in Toscana, Italy",2,bi3 sa4,bisa,245,7.3,2.3892,142,2.27,2.1523,ns,245,.ns.,.245.
巡警,巡警,police officer,2,xun2 jing3,xunjing,202,6.02,2.3054,142,2.27,2.1523,n,202,.n.,.202.
孕,孕,pregnant,1,yun4,yun,233,6.95,2.3674,142,2.27,2.1523,g,233,.g.,.233.
報案,报案,report a case to the security authorities,2,bao4 an4,baoan,165,4.92,2.2175,142,2.27,2.1523,v,161,.v.vn.,.161.4.
燉,炖,stew slowly; stew,1,dun4,dun,232,6.92,2.3655,142,2.27,2.1523,v,232,.v.,.232.
怪事,怪事,strange occurances,2,guai4 shi4,guaishi,179,5.34,2.2529,142,2.27,2.1523,n,179,.n.,.179.
東方,东方,the East/Eastern countries,2,dong1 fang1,dongfang,193,5.75,2.2856,142,2.27,2.1523,s,190,.s.f.,.190.3.
此次,此次,this time,2,ci3 ci4,cici,171,5.1,2.233,142,2.27,2.1523,r,171,.r.,.171.
咳嗽,咳嗽,to cough,2,ke2 sou5,kesou,190,5.66,2.2788,142,2.27,2.1523,v,190,.v.,.190.
防衛,防卫,to defend/defensive/defense,2,fang2 wei4,fangwei,207,6.17,2.316,142,2.27,2.1523,vn,169,.vn.v.,.169.38.
疊,叠,to fold/to fold over in layers/to furl/to layer/to pile up/to repeat/to duplicate,1,die2,die,170,5.07,2.2304,142,2.27,2.1523,v,125,.v.q.,.125.45.
預訂,预订,to place an order/to book ahead,2,yu4 ding4,yuding,186,5.54,2.2695,142,2.27,2.1523,v,174,.v.vn.,.174.12.
打印,打印,to print/to seal/to stamp,2,da3 yin4,dayin,170,5.07,2.2304,142,2.27,2.1523,v,158,.v.vn.,.158.12.
謀生,谋生,to seek one's livelihood/to work to support oneself/to earn a living,2,mou2 sheng1,mousheng,155,4.62,2.1903,142,2.27,2.1523,v,149,.v.vn.,.149.6.
流淚,流泪,to shed tears,2,liu2 lei4,liulei,175,5.22,2.243,142,2.27,2.1523,v,175,.v.,.175.
勞動,劳动,work/toil/physical labor,2,lao2 dong4,laodong,165,4.92,2.2175,142,2.27,2.1523,vn,137,.vn.v.,.137.28.
處死,处死,an execution/to put sb to death,2,chu3 si3,chusi,197,5.87,2.2945,141,2.26,2.1492,v,197,.v.,.197.
澳大利亞,澳大利亚,Australia/Australian/same as 澳洲,4,Ao4 da4 li4 ya4,aodaliya,271,8.08,2.433,141,2.26,2.1492,ns,271,.ns.,.271.
美人,美人,beauty/belle,2,mei3 ren2,meiren,160,4.77,2.2041,141,2.26,2.1492,n,160,.n.,.160.
俗,俗,custom/convention/popular/common/coarse/vulgar/secular,1,su2,su,171,5.1,2.233,141,2.26,2.1492,a,160,.a.ad.g.,.160.8.3.
方位,方位,direction/points of the compass/bearing/position/azimuth,2,fang1 wei4,fangwei,241,7.18,2.382,141,2.26,2.1492,n,241,.n.,.241.
頭暈,头晕,dizzy,2,tou2 yun1,touyun,172,5.13,2.2355,141,2.26,2.1492,v,172,.v.,.172.
壁爐,壁炉,fireplace,2,bi4 lu2,bilu,195,5.81,2.29,141,2.26,2.1492,n,195,.n.,.195.
草地,草地,lawn/meadow/sod/turf,2,cao3 di4,caodi,173,5.16,2.238,141,2.26,2.1492,n,173,.n.,.173.
況且,况且,moreover/besides/in addition,2,kuang4 qie3,kuangqie,154,4.59,2.1875,141,2.26,2.1492,c,154,.c.,.154.
